id,oldId,title,prompt,text,isHidden,isPg,isFeatured,temperature,topP,createdAt,updatedAt
5220,,Krish VS. Young,Krish VS. Young,"Once upon a time, [adjective] Krish and [adjective] Young were competing in a [noun] contest. Krish was known for their [adjective] speed, while Young was famous for their [adjective] strength. The two competitors faced off in the final round, and the crowd eagerly awaited the [noun] of the winner. In the end, Krish's [noun] prevailed, and they were crowned the ultimate [noun] champion.",false,true,false,0.70,1.00,2025-02-28 00:58:50.657589+00,2025-02-28 00:58:50.657589+00
5221,,Mystery at the Manor,Mystery at the Manor,"The [adjective] butler discovered the [adjective_noun] in the [room]. The [adjective] detective interrogated the [occupation] who was [adverb] [verb] in the [location]. After [number] hours of questioning, the culprit was revealed to be the [animal] who had been [verb_ending_in_ing] in the [room].",false,true,false,0.70,1.00,2025-02-28 01:21:39.233062+00,2025-02-28 01:21:39.233062+00
5222,,The Adventure of Roncé,Roncé hahah,"Once upon a time, in a faraway land, there lived a [adjective] dragon named Roncé. Roncé was known for [verb_ing] through the skies and breathing [adjective] fire. One day, Roncé decided to go on an adventure to find the legendary [noun]. Along the way, Roncé met a [adjective] unicorn who offered to join the quest. Together, they traveled through [place] and faced many [plural_noun] before finally reaching the hidden cave where the [noun] was said to be hidden.",false,true,false,0.70,1.00,2025-02-28 01:38:03.84095+00,2025-02-28 01:38:03.84095+00
5223,,A Mysterious Abandoned House,A mysterious abandoned house,"One day, while [verb_ing] through the [adjective] woods, I stumbled upon a [noun]. It was an old, [adjective] house that looked like it had been [verb_ed] for years. The [noun] was covered in [adjective] ivy, and the windows were boarded up with [noun_plural]. I felt a sense of [emotion] as I cautiously approached the [adjective] front door, which creaked open with a loud [sound]. Inside, the [adjective] rooms were filled with [noun_plural] and [noun_plural], as if the inhabitants had [verb_ed] in a hurry, leaving everything behind. It was a truly [adjective] and [adjective] experience.",false,true,false,0.70,1.00,2025-02-28 01:54:00.180607+00,2025-02-28 01:54:00.180607+00
5224,,The Forbidden Library,"A future where physical forms of information is illegal ","In a future where [adjective]_forms of information is illegal, a group of rebels hide a secret [noun]_filled with forbidden knowledge. The [adjective]_librarian carefully guards the [noun]_of books, ensuring that they are not discovered by the authorities. The rebels risk everything to preserve the [adjective]_knowledge, knowing that it holds the key to a better future.",false,true,false,0.70,1.00,2025-02-28 01:54:54.642109+00,2025-02-28 01:54:54.642109+00
5225,,Grits & Eggs Podcast Mad Lib,Generate a mad lib about the grits & eggs pod cast hosts Deante Kyle and Big Kat,"The Grits & Eggs podcast, hosted by [adjective] Deante Kyle and [adjective] Big Kat, is a [adjective] show that covers a wide range of topics, from [noun] to [verb] to [adjective] [plural noun]. Deante's [adjective] sense of humor and Big Kat's [adjective] storytelling make for an entertaining and [adjective] listening experience. Together, they create a dynamic duo that keeps their [adjective] audience coming back for more.",false,true,false,0.70,1.00,2025-02-28 02:18:40.46135+00,2025-02-28 02:18:40.46135+00
5226,,Around the World Adventure,adventuring around the world,"One day, I decided to go on an [adjective] adventure around the world. I packed my [noun] and set off to explore new [plural_noun]. As I wandered through the [adjective] streets of [place], I stumbled upon a [adjective] [noun] shop. Inside, I found the most [adjective] [noun] I had ever seen. It was a truly [adjective] experience.",false,true,false,0.70,1.00,2025-02-28 02:18:56.095797+00,2025-02-28 02:18:56.095797+00
5227,,The Crazy Podcast,Bizaare podcast episode,"Welcome to the [adjective] podcast, where we explore the [adjective] and [adjective] world of [plural_noun]. Today, we have a special guest, [person_name], who is an expert in [occupation]. They will be sharing some [adjective] insights about [plural_noun]. So sit back, relax, and get ready for a [adjective] episode!",false,true,false,0.70,1.00,2025-02-28 02:19:22.151017+00,2025-02-28 02:19:22.151017+00
5228,,Lost in the Desert,Lost in the desert,"I couldn't believe my [adjective] luck when I found myself lost in the desert. As I trudged through the [adjective] sand, I wished I had brought more [plural_noun] and [adjective] sunscreen. Suddenly, I spotted a [noun] in the distance and felt a surge of [emotion] as I realized I might finally find my way out. But as I got closer, I realized it was just a mirage.",false,true,false,0.70,1.00,2025-02-28 02:21:36.902126+00,2025-02-28 02:21:36.902126+00
5229,,Drag Ball Room Mad Lib,"Drag Ball Room ","Last night, I attended the annual [adjective] drag ball at the [noun] Room. The event was filled with fabulous [plural_noun] wearing stunning [adjective] gowns and sparkling [plural_noun]. The highlight of the night was when the emcee, a [adjective] drag queen, announced the winner of the [adjective] contest. It was a night filled with glamour, laughter, and unforgettable [plural_noun].",false,true,false,0.70,1.00,2025-02-28 02:27:29.413129+00,2025-02-28 02:27:29.413129+00
5230,,Mystery at the Manor,Mystery at the Manor,"The [adjective] butler, Mr. [last_name], was found [verb_ending_in_ing] in the [room] with a [adjective] [noun]. The [adjective] detective, [first_name] [last_name], was called to solve the [adjective] case. After [number] hours of [verb_ending_in_ing], the detective discovered that the [adjective] butler had been [verb_ending_in_ing] the [noun] as part of a [adjective] plot to inherit the [adjective] manor.",false,true,false,0.70,1.00,2025-02-28 02:44:12.320249+00,2025-02-28 02:44:12.320249+00
5231,,Peeing in the Grand Canyon,Peeing in the Grand canyon,"One day, while [verb_ing] in the Grand Canyon, I saw a [adjective] [noun] and it made me feel really [adjective]. I couldn't believe my [body_part] when I saw it! It was the most [adjective] thing I had ever seen. I will never forget that day.",false,true,false,0.70,1.00,2025-02-28 02:53:28.912192+00,2025-02-28 02:53:28.912192+00
5232,,Lizzo's Greasy Tits,Lizzo's Greasy Tits,"Lizzo is known for her [adjective] music and her amazing [plural_noun]. But did you know that she also loves to cook greasy [noun] in her spare time? It's true! She even has a secret recipe for [adjective] fried [plural_noun] that she loves to share with her friends. So next time you see Lizzo, make sure to ask her for a taste of her famous [plural_noun]!",false,true,false,0.70,1.00,2025-02-28 02:58:05.744979+00,2025-02-28 02:58:05.744979+00
5233,,The Mystery of the Haunted Mansion,"Mystery ","Once upon a time in a [adjective] mansion, there lived a [occupation] named [name]. [He/she] was known for [adverb] solving mysteries. One dark and stormy night, [name] received a [adjective] letter from a [adjective] stranger, asking for help with a mysterious [noun]. Without hesitation, [name] set out to uncover the [adjective] truth behind the haunted mansion.",false,true,false,0.70,1.00,2025-02-28 03:32:12.031844+00,2025-02-28 03:32:12.031844+00
5234,,Fishing Fun,fishing in the lake,"Today, I went [adjective] fishing in the [noun]. I woke up very [adverb] and got my [adjective] fishing rod. When I arrived at the lake, I saw a [noun] swimming in the water. I cast my line and waited patiently for a [adjective] bite.",false,true,false,0.70,1.00,2025-02-28 03:32:24.922159+00,2025-02-28 03:32:24.922159+00
5235,,Ass in the White House,Ass in the White House,"Once upon a time, a [adjective] donkey named [animal_name] found its way into the White House. The President, [famous_person], was shocked to see the [adjective] animal wandering around. Secret service agents tried to catch the donkey, but it was too [adjective]. Eventually, the donkey was lured out of the White House with a trail of [food_plural] and returned to its home at the local petting zoo.",false,true,false,0.70,1.00,2025-02-28 03:32:45.768505+00,2025-02-28 03:32:45.768505+00
5236,,Mystery the School of Music,Mystery the school of music,"One day, while walking to [a_place] to attend a [adjective] music class, I stumbled upon a [noun] in the middle of the hallway. It was a [adjective] [animal] playing the piano! I couldn't believe my eyes. I quickly took out my [noun] and started recording the incredible performance. Suddenly, the [animal] stopped playing and looked directly at me with its [adjective] eyes. I couldn't help but laugh at the absurdity of the situation. It turns out the [animal] was the new music teacher at the school, and this was their way of introducing themselves to the students.",false,true,false,0.70,1.00,2025-02-28 03:34:36.118646+00,2025-02-28 03:34:36.118646+00
5237,,Love at First Heist,Woman falls in love with her robber,"Once upon a time, a [noun] named Alice was at home when suddenly a [adjective] robber broke in through the window. At first, Alice was terrified, but as she looked into the robber's [body_part], she couldn't help but feel a strange sense of [emotion]. The robber, whose name was [male_name], was taken aback by Alice's beauty and kindness, and decided to confess his love for her. Despite the circumstances, Alice found herself falling for the charming robber, and they lived happily ever after, planning heists together and never looking back.",false,false,false,0.70,1.00,2025-02-28 03:37:26.332684+00,2025-02-28 03:37:26.332684+00
5238,,Honeymoon Murder,Honeymoon Murder,"On their [adjective] honeymoon, the newlyweds decided to take a [vehicle] trip through the [adjective] mountains. As they [verb] along, they stumbled upon a secluded cabin and decided to stay the night. Little did they know, the owner of the cabin was a [occupation] with a dark secret. In the middle of the night, they heard a [sound] coming from the basement and decided to investigate, only to find themselves in the middle of a [adjective] murder mystery.",false,false,false,0.70,1.00,2025-02-28 03:39:23.321556+00,2025-02-28 03:39:23.321556+00
5239,,A Day at the Beach,"Adjective ","I went to the beach yesterday and it was a [adjective] day. The sun was shining and the waves were [adjective_2]. I decided to build a sandcastle, but it kept getting [adjective_3] because the sand was too dry. After that, I went for a swim in the [adjective_4] water. It was a perfect day at the beach!",false,true,false,0.70,1.00,2025-02-28 03:40:40.057+00,2025-02-28 03:40:40.057+00
5240,,The Thrilling Game,games,"One of my favorite games to play is a game called [adjective]. It's a [adjective] game that requires a lot of [noun_plural] and strategy. The objective of the game is to [verb] as many [noun_plural] as possible while avoiding the [noun] that are trying to [verb] you. The game can get really [adjective] and intense, but it's so much fun!",false,true,false,0.70,1.00,2025-02-28 03:40:42.242494+00,2025-02-28 03:40:42.242494+00
5241,,The Haunted House,scary,"One [adjective] night, a group of friends decided to explore a [adjective] haunted house on the edge of town. As they entered the [adjective] house, they heard strange [plural noun] coming from the attic. Suddenly, a [adjective] ghost appeared and [verb] towards them, causing everyone to scream and [verb] out of the house as fast as they could.",false,false,false,0.70,1.00,2025-02-28 03:41:28.845609+00,2025-02-28 03:41:28.845609+00
5242,,Solving a Honeymoon Murder Mystery,"Solving a Honeymoon Murder Mystery ","Detective [adjective] and his partner, [female_name], were called to the scene of a [adjective] crime. The victim, [male_name], had been found dead in his hotel room on the [adjective] night of his honeymoon. The detective carefully examined the [noun] and found a [adjective] clue that would lead them to the killer. After interviewing the [noun] and collecting [plural_noun], the detective was able to solve the [adjective] murder mystery and bring the killer to justice.",false,true,false,0.70,1.00,2025-02-28 03:41:48.511868+00,2025-02-28 03:41:48.511868+00
5243,,The Silly Birthday Party,funny,"It was [an_adjective] day for [a_person] when they turned [a_number] years old. They decided to have a [an_adjective] party with [a_number] of their closest friends. They played [a_noun] and [a_verb] all day long, and everyone couldn't stop laughing. The highlight of the party was when [a_person] accidentally [a_verb] into the cake, and it went flying across the room!",false,false,false,0.70,1.00,2025-02-28 03:43:51.571828+00,2025-02-28 03:43:51.571828+00
5244,,The Scandalous Affair,"Dr. Cathlina commits infidelity ","Dr. [person_name] was shocked to discover that his wife, [wife_name], had been secretly [verb_ending_in_ed] with his colleague, [colleague_name]. The news spread like wildfire through the hospital, causing a scandal that rocked the entire medical community. Despite the betrayal, Dr. [person_name] tried to maintain a professional demeanor at work, but the tension between him and his unfaithful wife was palpable.",false,false,false,0.70,1.00,2025-02-28 03:45:04.102153+00,2025-02-28 03:45:04.102153+00
5245,,The Secret Garden,efdgfcc,"Once upon a time, in a [place], there was a [adjective] [noun] named [person]. [Person] loved to [verb] in the [noun] and [adverb] [verb] with the [animal]. One day, [person] discovered a hidden [noun] in the [place] and inside, they found a [adjective] [noun] that was filled with [plural noun]. From that day on, [person] would visit the [noun] every day to [verb] and [verb] among the [plural noun].",false,true,false,0.70,1.00,2025-02-28 03:48:32.40872+00,2025-02-28 03:48:32.40872+00
5246,,Playing in the Sand,playing in the sand,"Today, I went to the beach with my [adjective_1] [noun_1]. We spent the whole day [verb_1] in the warm sun and [adjective_2] waves. I built a huge [noun_2] out of sand and decorated it with [plural_noun_1]. My friend and I also played a game of [game] on the beach. It was the perfect day for playing in the sand!",false,true,false,0.70,1.00,2025-02-28 03:55:53.809381+00,2025-02-28 03:55:53.809381+00
5247,,Girls Dance Class,Girls dance class,The [adjective] girls were excited to attend their [adjective_noun] dance class. They put on their [color] leotards and [adverb] tied their ballet shoes. The girls twirled and leaped across the [noun] as they practiced their [adjective] routine. Their dance instructor praised their [adjective] progress and encouraged them to keep practicing.,false,true,false,0.70,1.00,2025-02-28 04:11:55.216851+00,2025-02-28 04:11:55.216851+00
5248,,Lost in the Desert,Lost in the desert,"After [adjective] hours of walking in the scorching heat, I stumbled upon a [noun] buried in the sand. I quickly dug it out and discovered a [adjective] oasis right behind it. I drank the cool, refreshing water and felt [emotion] for the first time in days. As I rested in the shade of a [noun], I couldn't believe my luck at finding such a [adjective] place in the middle of the desert.",false,true,false,0.70,1.00,2025-02-28 04:14:51.290096+00,2025-02-28 04:14:51.290096+00
5249,,Lost in the Desert,Lost in the desert,"One day, I found myself [adjective] and alone in the middle of the desert. I started to [verb] in search of water, but the scorching sun made it nearly impossible to [verb] without feeling like I was going to pass out. Suddenly, I spotted a [noun] in the distance and my hope was renewed. As I got closer, I realized it was just a mirage and I let out a [adjective] sigh of disappointment.",false,true,false,0.70,1.00,2025-02-28 04:39:20.347213+00,2025-02-28 04:39:20.347213+00
5250,,Jacob - King of the Hill Alien,Jacob - King of the Hill alien,"One day, [adjective] Jacob decided to visit the town of Arlen. As soon as he landed, he [verb_past_tense] out of his spaceship and started [adverb] exploring the area. The residents of Arlen were shocked to see a/an [adjective] alien walking around, but Jacob was friendly and [verb_past_tense] with everyone he met. Eventually, the people of Arlen accepted Jacob as the new [noun] of the town, and he became known as the King of the Hill alien.",false,true,false,0.70,1.00,2025-02-28 05:51:31.910715+00,2025-02-28 05:51:31.910715+00
5251,,King Of The Hill Mad Lib,King Of The Hill,"Bobby Hill was feeling [adjective] as he climbed to the top of the [noun] to claim his title as the king of the hill. With a [adjective] look on his face, he surveyed the [noun] below him, feeling victorious. But as he stood there, a gust of [noun] came and knocked him off balance, sending him tumbling down the hill in a whirl of [noun].",false,true,false,0.70,1.00,2025-02-28 05:53:10.452703+00,2025-02-28 05:53:10.452703+00
5252,,Paul Bergen The Smelly Skunk,Paul Bergen The Smelly Skunk,"Once upon a time, in a [place_type] called [place], there lived a smelly skunk named [name]. [name] was known for [adjective] odor that could be smelled from miles away. Despite [name]'s stench, the other animals in [place] still enjoyed spending time with [him_her]. One day, [name] decided to [verb] through [place], leaving a trail of stink behind [him_her]. The other animals had to hold their noses and [verb] away from the smelly skunk.",false,true,false,0.70,1.00,2025-02-28 05:55:04.126702+00,2025-02-28 05:55:04.126702+00
5253,,Josh The Super Strict Life Skills Coordinator,Josh The Super Strict Life Skills Coordinator,"Josh was the most [adjective] life skills coordinator at the community center. He was always [adverb] enforcing the rules, making sure everyone followed his [adjective_noun] guidelines. One time, he caught [plural_noun] trying to sneak out of his workshop, and he gave them the most [adjective] lecture they had ever heard.",false,true,false,0.70,1.00,2025-02-28 05:58:40.495113+00,2025-02-28 05:58:40.495113+00
5254,,Shanelle The Super Strict Academic Coach,Shanelle The Super Strict Academic Coach,"Shanelle was known as the most_ [adjective] academic coach at the school. She would always push her students to their_ [adjective] limits, making sure they never slacked off. Her_ [noun] for excellence was unmatched, and she expected nothing but the best from her students. Despite her tough exterior, her students knew that she only wanted them to succeed in their_ [noun].",false,true,false,0.70,1.00,2025-02-28 06:00:12.333639+00,2025-02-28 06:00:12.333639+00
5255,,The Angry Chef,Female shouting word top,"The other day, I was at the grocery store when I heard a [adjective] woman shouting at the top of her lungs. She was angrily yelling about the [noun] being too expensive and how she couldn't afford it. As I turned the corner, I saw her [verb] a bag of [food] on the floor in frustration. It was quite the scene!",false,true,false,0.70,1.00,2025-02-28 07:33:28.026969+00,2025-02-28 07:33:28.026969+00
5256,,Lost in the Forest,Lost in the forest,"One day, [adjective] Little Red Riding Hood got lost in the [adjective_noun] forest. She wandered around, feeling [emotion], until she stumbled upon a [size] [noun] standing in the middle of a clearing. Suddenly, a [adjective] [animal] appeared and offered to help her find her way home. Little Red Riding Hood was so grateful and [adverb] accepted the [animal]'s help. After a long journey, they finally arrived at her grandmother's house, safe and sound.",false,true,false,0.70,1.00,2025-02-28 09:16:40.254424+00,2025-02-28 09:16:40.254424+00
5257,,Murder Mystery Mad Lib,Murder Mystery,"The [adjective] detective was called to solve a [adjective] murder at the [place]. As soon as they arrived, they found a [noun] in the [room], and a [adjective] [noun] was the main suspect. After conducting a thorough [noun], the detective uncovered the [adjective] truth and revealed the real killer, who was hiding in the [location].",false,true,false,0.70,1.00,2025-02-28 09:16:49.253206+00,2025-02-28 09:16:49.253206+00
5258,,Love at School,"Love at school with riyansh and Lavishka ","Once upon a time at [school_name], [Riyansh] fell in love with [Lavishka]. Their love blossomed during [adjective] afternoons in the [location]. They would often [verb] together and share [plural_noun] under the [noun]. Their love was so strong that it inspired all the other [plural_noun] at the school.",false,true,false,0.70,1.00,2025-02-28 11:29:47.812772+00,2025-02-28 11:29:47.812772+00
5259,,Love on the Field,A romance between a coach Ji Chang Wook and a girl called Sanjana,"Coach Ji Chang Wook was known for his [adjective] coaching style on the soccer field. One day, he noticed a [noun] named Sanjana who had a natural talent for the game. As he watched her [verb] across the field, he couldn't help but admire her [adjective] skills. After the game, he approached her and offered to be her [noun] coach, sparking a romance that would change both of their lives forever.",false,true,false,0.70,1.00,2025-02-28 11:30:26.376013+00,2025-02-28 11:30:26.376013+00
5260,,Murder in CP Fóla,Murder in CP Fóla,"It was a [adjective] night in the city of CP Fóla. The streets were [adjective] and the air was filled with [noun]. Suddenly, a [adjective] scream pierced the silence, sending shivers down everyone's [body_part]. The police arrived at the scene and found a [noun] lying on the ground, a [adjective] weapon clutched in their [body_part].",false,true,false,0.70,1.00,2025-02-28 11:31:26.599785+00,2025-02-28 11:31:26.599785+00
5261,,Romantic Encounter,Romance Ji Chang Wook and sanjana,"One day, [adjective] Sanjana was walking in the park when she bumped into [celebrity_name] Ji Chang Wook. Their eyes met and they both felt a sudden rush of [emotion]. Ji Chang Wook asked Sanjana if she would like to go on a(n) [adjective] date with him. Sanjana blushed and agreed, feeling [emotion] about the unexpected encounter.",false,true,false,0.70,1.00,2025-02-28 11:32:48.28483+00,2025-02-28 11:32:48.28483+00
5262,,Terrorist Attack in Citywest Shopping Centre,Terrorist Attack in Citywest Shopping Centre,"Yesterday, a [adjective] attack took place at Citywest Shopping Centre. The [noun] was filled with chaos as people tried to [verb] for safety. The [adjective] [noun] were quick to respond and [verb] the situation. The entire incident left everyone feeling [adjective] and [adjective].",false,true,false,0.70,1.00,2025-02-28 11:37:35.304721+00,2025-02-28 11:37:35.304721+00
5263,,Lost in the Desert,Lost in the desert,"I was [verb_ing] through the [adjective] desert when I spotted a [noun] in the distance. I desperately tried to [verb] towards it, but the scorching sun made it nearly impossible. After what felt like [number] hours, I finally reached the [noun] and collapsed in relief. As I caught my breath, I realized that the [noun] was actually a mirage and I was still lost in the desert.",false,true,false,0.70,1.00,2025-02-28 11:43:26.35548+00,2025-02-28 11:43:26.35548+00
5264,,Brogain Younis,Brogain younis,"Once upon a time, a [adjective] [noun] named Brogain went on a quest to find the legendary [noun]. Along the way, he encountered a [adjective] [noun] who offered to help him in exchange for a [noun]. Brogain agreed, and they set off together. As they journeyed through the [adjective] [place], they faced many [plural noun] and narrowly escaped danger. Finally, they reached the [adjective] [noun] and Brogain fulfilled his quest.",false,true,false,0.70,1.00,2025-02-28 11:43:28.423528+00,2025-02-28 11:43:28.423528+00
5265,,Love Island turns to Death Island,Love Island turns to Death Island,"The contestants on Love Island were shocked when they discovered that instead of a tropical paradise, they had been flown to [a_place]. The once beautiful beach was now filled with [plural_noun] and the clear blue water had turned a murky shade of [color]. The host, [a_person], revealed that the island had been taken over by [adjective] [plural_animal]. Now, instead of finding love, the contestants would have to fight for their lives.",false,false,false,0.70,1.00,2025-02-28 11:43:32.86123+00,2025-02-28 11:43:32.86123+00
5266,,Time Travel Adventures,Time traveled back in time to the the time Colombus discovered America,"I recently [verb_past_tense] back in time to the year [number] when Columbus first discovered America. As I [adverb] explored the new land, I encountered a group of [plural_noun] who were amazed by my futuristic [noun]. They thought I was some kind of [adjective] magician and I had to quickly think of a way to explain my presence in their time period. After a few [noun_plural], I finally convinced them that I was just an ordinary traveler from a distant land.",false,true,false,0.70,1.00,2025-02-28 11:43:51.06707+00,2025-02-28 11:43:51.06707+00
5267,,City West Shopping Centre,City west shopping centre,"I went to the [adjective] City West Shopping Centre with my [noun] and we had a [adjective] time. We stopped at the [adjective] food court and had some delicious [plural noun]. After that, we went to a [adjective] movie at the [adjective] theater. It was a [adjective] day at the mall.",false,true,false,0.70,1.00,2025-02-28 11:43:52.614238+00,2025-02-28 11:43:52.614238+00
5268,,Abel sun sun,Abel sun sun,"One [adjective] morning, Abel decided to go for a walk in the [noun]. As he walked, he saw a [adjective] [noun] in the distance. He approached it and realized it was actually a [animal] wearing a [article of clothing]. Startled, he quickly turned around and headed back home, feeling [emotion] about the strange encounter.",false,true,false,0.70,1.00,2025-02-28 11:47:03.527517+00,2025-02-28 11:47:03.527517+00
5269,,The Bash Party,bash,"Last [adjective] Saturday, I went to a [adjective] party at [place]. There were so many [plural noun] there, and the music was so [adjective] that I couldn't help but [verb] the night away. I even met a [noun] who was wearing the most [adjective] outfit I had ever seen!",false,true,false,0.70,1.00,2025-02-28 11:52:12.909417+00,2025-02-28 11:52:12.909417+00
5270,,The Mystery of Hallie Singleton,"Hallie singleton found dead at McDonald ","The small town of [town_name] was shocked by the news of Hallie Singleton's death at McDonald. The police quickly arrived at the scene and found [adjective] evidence pointing to foul play. Witnesses reported seeing a [noun] fleeing the scene, but no one could provide a clear description. The investigation is ongoing, and the town is left wondering who would want to harm the beloved [occupation].",false,true,false,0.70,1.00,2025-02-28 11:52:19.4837+00,2025-02-28 11:52:19.4837+00
5271,,The Hunt for the Lost Treasure,A lost treasure map,"One day, while [verb_ing] in the attic, [name] stumbled upon an old, dusty [noun]. As [pronoun] unrolled the [noun], [pronoun] discovered a mysterious [adjective] map with faded markings and cryptic symbols. Excitedly, [pronoun] decided to embark on a(n) [adjective] adventure to find the hidden treasure. Armed with the ancient map and a sense of determination, [name] set off on a thrilling quest, facing numerous challenges and encountering unexpected allies along the way.",false,true,false,0.70,1.00,2025-02-28 11:52:28.470377+00,2025-02-28 11:52:28.470377+00
5272,,The Active Day,The active day,"Today was a [adjective] day. I woke up feeling [emotion] and ready to conquer the day. After a hearty [meal_type] for breakfast, I went for a [adjective] run in the park. The sun was shining and the birds were [verb_ending_in_ing], it was the perfect start to an active day.",false,true,false,0.70,1.00,2025-02-28 11:54:17.683681+00,2025-02-28 11:54:17.683681+00
5273,,Midnight Visitors,House,"I woke up in the middle of the night to a strange noise coming from the [room] downstairs. I cautiously tiptoed down the stairs to find my [adjective] cat playing with a [noun]. I quickly shooed the intruding [noun] out of the house and into the cold night. As I made my way back to bed, I couldn't help but wonder how on earth the [adjective] creature had gotten into the house in the first place.",false,true,false,1.00,1.00,2025-02-28 11:55:34.550388+00,2025-02-28 11:55:34.550388+00
5274,,The Love Story,"Love ","Once upon a time, in a [place_] far, far away, there lived a [adjective_] [noun_]. This person was known for their [adjective_] [body_part_], which captivated the hearts of everyone they met. One day, they met a [adjective_] [noun_] who had the most [adjective_] [body_part_] they had ever seen. It was love at first sight, and they lived happily ever after.",false,true,false,0.70,1.00,2025-02-28 11:55:50.179167+00,2025-02-28 11:55:50.179167+00
5275,,Lost in a Forest,Lost in a forest,"One day, I went for a [adjective] walk in the forest. As I was [verb] through the trees, I suddenly realized that I was [adverb] lost. I tried to remember the [noun] I learned in survival class, but nothing seemed to help. I felt [adjective] and scared, but eventually, I found my way out of the forest by following a stream.",false,true,false,0.70,1.00,2025-02-28 11:55:56.472638+00,2025-02-28 11:55:56.472638+00
5276,,Love at First Sight,"Caelum singleton falls in love with roberto Brady ",Caelum [verb] in love with [person] Brady. They first met at a [adjective] [place]. Caelum knew right away that Roberto was the [adjective] person for them.,false,true,false,0.70,1.00,2025-02-28 11:57:12.366045+00,2025-02-28 11:57:12.366045+00
5277,,A Love Story with Ji Chang Wook and Sanjana,Romance story with Ji Chang Wook and Sanjana,"Once upon a time, in a [place], there lived a beautiful [adjective] girl named Sanjana. She caught the eye of the handsome and charming actor, Ji Chang Wook, who was [emotion] by her beauty. They met at a [event] and instantly felt a spark between them. Their love story blossomed into a whirlwind romance, filled with [adjective] dates and sweet moments. Ji Chang Wook [verb] Sanjana with love and affection, and they lived happily ever after.",false,true,false,0.70,1.00,2025-02-28 12:26:50.324652+00,2025-02-28 12:26:50.324652+00
5278,,Toyin hooks up with Jo Chang Wook,Toyin hooks up with Jo Chang Wook,"Toyin couldn't believe [adjective] Jo Chang Wook at the [noun]. They had a(n) [adjective] conversation about their favorite [plural_noun], and Toyin couldn't help but feel [emotion] towards Jo Chang Wook. As the night went on, they shared a(n) [adjective] kiss under the [noun].",false,true,false,0.70,1.00,2025-02-28 12:27:08.269531+00,2025-02-28 12:27:08.269531+00
5279,,Sanjana's Wedding,"Sanjana gets married and does Boombayah with Ji Chang Wook ","Sanjana was so excited to get married to [a_person], and on her wedding day, she couldn't wait to do the traditional dance, Boombayah, with [a_celebrity]. When she saw [a_celebrity] at the reception, she couldn't contain her excitement and immediately asked him to dance with her. The guests were amazed to see Sanjana and [a_celebrity] doing the Boombayah together, and it was definitely a highlight of the wedding.",false,true,false,0.70,1.00,2025-02-28 12:27:20.373104+00,2025-02-28 12:27:20.373104+00
5280,,The Mysterious Murder,"Toyin kills sanjana ","One dark and stormy night, Toyin was walking through the [adjective] forest when suddenly, out of nowhere, [verb] Sanjana. Toyin was so [emotion] and couldn't believe what had just happened. She quickly called the [occupation] and reported the crime. The next day, the police found [noun] at the scene of the crime. The mystery of who killed Sanjana was finally solved.",false,true,false,0.70,1.00,2025-02-28 12:28:25.363759+00,2025-02-28 12:28:25.363759+00
5281,,Celebrity Encounter,Sanjana does boombayah with Ji Chang Wook and kills toyin,Sanjana [verb] boombayah with Ji Chang Wook and kills [person_name]. It was a [adjective] experience meeting such a famous [noun]. Ji Chang Wook was [adverb] [verb] as he danced with Sanjana. I can't believe Sanjana actually [past_verb] Toyin!,false,false,false,0.70,1.00,2025-02-28 12:28:38.417601+00,2025-02-28 12:28:38.417601+00
5282,,Toyin's Adventure,"Toyin does rough bombayah ","Toyin does [adjective] bombayah with [plural_noun] while [adverb] singing her favorite song [noun]. The [adjective] [plural_noun] were amazed by Toyin's wild dance moves and joined in on the fun. After a long day of dancing, Toyin and her friends enjoyed a delicious meal of [food] and [beverage].",false,true,false,0.70,1.00,2025-02-28 12:30:58.428403+00,2025-02-28 12:30:58.428403+00
5283,,Toyin's Bombayah Adventure,Toyin does bombayah with Ji Chang Wook and jungkook,"Toyin, a [adjective] girl, does the bombayah dance with [person] and [person2]. They move their bodies to the beat, feeling the [emotion] rush through them. Suddenly, [person] accidentally steps on [person2]'s foot, causing them to let out a loud [sound]. Despite the mishap, they continue to dance and have a blast.",false,true,false,0.70,1.00,2025-02-28 12:33:13.831957+00,2025-02-28 12:33:13.831957+00
5284,,The Mysterious Box in the Attic,A mysterious box in attic,"One day, while exploring the [adjective] attic, I stumbled upon a [adjective] box. As I cautiously opened the box, I found a [noun] and a [adjective] [noun]. I couldn't believe my eyes as I inspected the [noun] and [adjective] [noun]. I quickly realized that this box held the key to a [adjective] adventure waiting to unfold.",false,true,false,0.70,1.00,2025-02-28 12:50:11.098191+00,2025-02-28 12:50:11.098191+00
5285,,Elvis Visits Pana Illinois,Elvis visits Pana Illinois,"Elvis Presley, the famous [occupation], decided to visit [place] in Illinois. As soon as he arrived, he was greeted by a group of [adjective] fans who couldn't believe their eyes. They asked Elvis to sing his hit song, [song_title], and he happily obliged. The whole town of Pana was buzzing with excitement as they got to meet the King of Rock and Roll.",false,true,false,0.70,1.00,2025-02-28 12:50:55.582773+00,2025-02-28 12:50:55.582773+00
